GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Households with one or more people under 18 years:,Margin of Error; Households with one or more people under 18 years:,Estimate; Households with one or more people under 18 years: - Family households:,Margin of Error; Households with one or more people under 18 years: - Family households:,Estimate; Households with one or more people under 18 years: - Family households: - Married-couple family,Margin of Error; Households with one or more people under 18 years: - Family households: - Married-couple family,Estimate; Households with one or more people under 18 years: - Family households: - Other family:,Margin of Error; Households with one or more people under 18 years: - Family households: - Other family:,"Estimate; Households with one or more people under 18 years: - Family households: - Other family: - Male householder, no wife present","Margin of Error; Households with one or more people under 18 years: - Family households: - Other family: - Male householder, no wife present","Estimate; Households with one or more people under 18 years: - Family households: - Other family: - Female householder, no husband present","Margin of Error; Households with one or more people under 18 years: - Family households: - Other family: - Female householder, no husband present",Estimate; Households with one or more people under 18 years: - Nonfamily households:,Margin of Error; Households with one or more people under 18 years: - Nonfamily households:,Estimate; Households with one or more people under 18 years: - Nonfamily households: - Male householder,Margin of Error; Households with one or more people under 18 years: - Nonfamily households: - Male householder,Estimate; Households with one or more people under 18 years: - Nonfamily households: - Female householder,Margin of Error; Households with one or more people under 18 years: - Nonfamily households: - Female householder,Estimate; Households with no people under 18 years:,Margin of Error; Households with no people under 18 years:,Estimate; Households with no people under 18 years: - Family households:,Margin of Error; Households with no people under 18 years: - Family households:,Estimate; Households with no people under 18 years: - Family households: - Married-couple family,Margin of Error; Households with no people under 18 years: - Family households: - Married-couple family,Estimate; Households with no people under 18 years: - Family households: - Other family:,Margin of Error; Households with no people under 18 years: - Family households: - Other family:,"Estimate; Households with no people under 18 years: - Family households: - Other family: - Male householder, no wife present","Margin of Error; Households with no people under 18 years: - Family households: - Other family: - Male householder, no wife present","Estimate; Households with no people under 18 years: - Family households: - Other family: - Female householder, no husband present","Margin of Error; Households with no people under 18 years: - Family households: - Other family: - Female householder, no husband present",Estimate; Households with no people under 18 years: - Nonfamily households:,Margin of Error; Households with no people under 18 years: - Nonfamily households:,Estimate; Households with no people under 18 years: - Nonfamily households: - Male householder,Margin of Error; Households with no people under 18 years: - Nonfamily households: - Male householder,Estimate; Households with no people under 18 years: - Nonfamily households: - Female householder,Margin of Error; Households with no people under 18 years: - Nonfamily households: - Female householder
1400000US17031814400,17031814400,"Census Tract 8144, Cook County, Illinois",2065,146,1167,182,1167,182,856,195,311,142,108,85,203,111,0,15,0,15,0,15,898,149,532,126,276,107,256,127,80,87,176,86,366,131,90,62,276,110
1400000US17031814500,17031814500,"Census Tract 8145, Cook County, Illinois",1405,101,677,118,646,120,432,105,214,99,9,14,205,98,31,29,31,29,0,11,728,131,369,124,234,104,135,85,46,58,89,65,359,115,228,106,131,50
1400000US17031814600,17031814600,"Census Tract 8146, Cook County, Illinois",1591,135,736,122,736,122,451,93,285,115,92,80,193,103,0,15,0,15,0,15,855,138,428,70,305,62,123,54,43,31,80,47,427,119,275,99,152,76
1400000US17031814700,17031814700,"Census Tract 8147, Cook County, Illinois",1722,113,867,148,867,148,684,130,183,99,38,43,145,92,0,15,0,15,0,15,855,157,419,113,272,97,147,71,61,60,86,45,436,140,263,115,173,74
1400000US17031814800,17031814800,"Census Tract 8148, Cook County, Illinois",1991,139,766,179,705,186,404,125,301,139,69,76,232,122,61,65,61,65,0,15,1225,191,563,145,354,123,209,100,72,50,137,85,662,164,380,125,282,104
1400000US17031814900,17031814900,"Census Tract 8149, Cook County, Illinois",2379,147,931,182,931,182,301,109,630,176,147,104,483,149,0,15,0,15,0,15,1448,197,587,153,353,150,234,109,83,60,151,88,861,175,463,167,398,108
1400000US17031815000,17031815000,"Census Tract 8150, Cook County, Illinois",1248,107,669,117,669,117,361,100,308,121,86,69,222,113,0,11,0,11,0,11,579,114,319,106,244,98,75,52,27,42,48,37,260,80,135,49,125,72
1400000US17031815100,17031815100,"Census Tract 8151, Cook County, Illinois",1238,89,562,116,562,116,382,105,180,93,6,10,174,93,0,11,0,11,0,11,676,116,364,85,234,76,130,78,64,52,66,51,312,113,151,82,161,76
1400000US17031815200,17031815200,"Census Tract 8152, Cook County, Illinois",2183,156,896,176,896,176,533,145,363,149,129,100,234,125,0,15,0,15,0,15,1287,198,748,162,558,137,190,106,40,63,150,89,539,190,241,125,298,119
1400000US17031815300,17031815300,"Census Tract 8153, Cook County, Illinois",1266,107,460,103,443,104,339,116,104,58,34,30,70,49,17,29,17,29,0,11,806,125,408,80,299,74,109,77,63,64,46,45,398,110,185,83,213,82
1400000US17031815400,17031815400,"Census Tract 8154, Cook County, Illinois",2234,134,702,177,687,176,359,112,328,166,133,109,195,126,15,23,15,23,0,15,1532,210,725,179,557,166,168,89,72,62,96,64,807,170,599,172,208,76
1400000US17031815500,17031815500,"Census Tract 8155, Cook County, Illinois",2549,158,1057,185,1057,185,824,198,233,122,57,69,176,100,0,15,0,15,0,15,1492,170,869,155,564,139,305,159,144,109,161,112,623,162,244,87,379,131
1400000US17031815600,17031815600,"Census Tract 8156, Cook County, Illinois",1986,117,640,125,640,125,369,107,271,138,73,66,198,114,0,15,0,15,0,15,1346,161,627,146,396,129,231,97,60,51,171,83,719,163,227,90,492,147
1400000US17031815701,17031815701,"Census Tract 8157.01, Cook County, Illinois",1426,87,549,82,549,82,493,83,56,39,19,21,37,37,0,11,0,11,0,11,877,111,514,87,438,89,76,36,33,27,43,28,363,85,124,55,239,77
1400000US17031815702,17031815702,"Census Tract 8157.02, Cook County, Illinois",1919,113,741,97,741,97,571,94,170,103,27,35,143,97,0,11,0,11,0,11,1178,118,616,113,511,121,105,62,16,26,89,59,562,124,279,95,283,97
1400000US17031815800,17031815800,"Census Tract 8158, Cook County, Illinois",605,42,175,31,168,29,125,27,43,29,14,16,29,30,7,11,7,11,0,11,430,43,241,41,176,37,65,34,15,18,50,30,189,47,63,32,126,43
1400000US17031815900,17031815900,"Census Tract 8159, Cook County, Illinois",2807,173,327,114,327,114,175,91,152,103,41,37,111,84,0,11,0,11,0,11,2480,197,678,153,481,136,197,104,13,20,184,97,1802,216,887,185,915,212
1400000US17031816000,17031816000,"Census Tract 8160, Cook County, Illinois",1664,98,365,96,365,96,181,69,184,86,11,16,173,84,0,11,0,11,0,11,1299,145,398,108,319,103,79,49,4,8,75,48,901,151,461,115,440,117
1400000US17031816100,17031816100,"Census Tract 8161, Cook County, Illinois",2707,169,720,146,720,146,359,135,361,182,90,100,271,155,0,15,0,15,0,15,1987,239,821,184,689,156,132,81,0,15,132,81,1166,249,519,190,647,191
1400000US17031816200,17031816200,"Census Tract 8162, Cook County, Illinois",1500,109,327,94,327,94,204,80,123,55,5,12,118,55,0,11,0,11,0,11,1173,135,633,129,508,116,125,57,11,17,114,55,540,116,99,59,441,111
1400000US17031816300,17031816300,"Census Tract 8163, Cook County, Illinois",1535,92,672,99,672,99,388,92,284,86,108,58,176,76,0,15,0,15,0,15,863,99,453,83,332,81,121,54,41,31,80,42,410,83,238,69,172,59
1400000US17031816401,17031816401,"Census Tract 8164.01, Cook County, Illinois",1293,89,705,112,689,113,416,106,273,99,60,49,213,92,16,26,0,15,16,26,588,102,375,104,229,78,146,72,54,42,92,63,213,69,165,59,48,37
1400000US17031816402,17031816402,"Census Tract 8164.02, Cook County, Illinois",1162,93,754,135,754,135,527,159,227,118,104,93,123,82,0,11,0,11,0,11,408,129,174,85,131,73,43,32,20,23,23,22,234,102,53,46,181,98
1400000US17031816500,17031816500,"Census Tract 8165, Cook County, Illinois",1301,89,710,102,710,102,432,92,278,84,153,66,125,61,0,11,0,11,0,11,591,126,233,89,136,68,97,67,21,24,76,61,358,96,167,79,191,75
1400000US17031816600,17031816600,"Census Tract 8166, Cook County, Illinois",1274,99,728,87,728,87,456,113,272,85,151,55,121,67,0,11,0,11,0,11,546,124,292,93,177,64,115,69,54,45,61,51,254,96,90,66,164,69
1400000US17031816700,17031816700,"Census Tract 8167, Cook County, Illinois",717,49,413,38,413,38,315,61,98,45,21,23,77,44,0,11,0,11,0,11,304,59,177,54,135,48,42,26,9,10,33,22,127,39,34,20,93,39
1400000US17031816800,17031816800,"Census Tract 8168, Cook County, Illinois",1949,128,718,86,718,86,487,115,231,96,66,60,165,87,0,15,0,15,0,15,1231,173,609,152,413,123,196,92,71,40,125,88,622,116,324,113,298,95
1400000US17031816900,17031816900,"Census Tract 8169, Cook County, Illinois",1668,110,730,104,730,104,417,96,313,114,28,30,285,108,0,15,0,15,0,15,938,119,676,113,462,114,214,90,111,75,103,46,262,85,88,47,174,70
1400000US17031817000,17031817000,"Census Tract 8170, Cook County, Illinois",1646,96,576,103,541,99,330,88,211,84,75,66,136,55,35,39,0,15,35,39,1070,132,495,91,257,79,238,90,72,60,166,68,575,123,230,86,345,105
1400000US17031817101,17031817101,"Census Tract 8171.01, Cook County, Illinois",1732,110,678,125,678,125,282,103,396,107,0,11,396,107,0,11,0,11,0,11,1054,147,420,102,224,75,196,79,0,11,196,79,634,138,285,110,349,103
1400000US17031817102,17031817102,"Census Tract 8171.02, Cook County, Illinois",1056,82,529,96,529,96,218,89,311,110,85,62,226,88,0,11,0,11,0,11,527,110,354,92,205,58,149,78,74,57,75,50,173,70,63,45,110,54
1400000US17031817200,17031817200,"Census Tract 8172, Cook County, Illinois",1508,139,483,88,483,88,134,100,349,100,22,25,327,101,0,11,0,11,0,11,1025,146,479,110,262,91,217,89,45,40,172,76,546,121,310,122,236,99
1400000US17031817300,17031817300,"Census Tract 8173, Cook County, Illinois",740,80,309,70,309,70,162,57,147,59,17,17,130,57,0,11,0,11,0,11,431,74,187,53,31,24,156,49,18,21,138,50,244,69,86,53,158,57
1400000US17031817400,17031817400,"Census Tract 8174, Cook County, Illinois",1167,101,625,102,625,102,350,97,275,97,125,78,150,71,0,11,0,11,0,11,542,122,336,97,220,82,116,55,48,37,68,41,206,92,155,85,51,38
1400000US17031817500,17031817500,"Census Tract 8175, Cook County, Illinois",1383,116,544,115,544,115,318,99,226,81,0,11,226,81,0,11,0,11,0,11,839,131,411,83,187,66,224,92,10,14,214,89,428,112,266,92,162,65
1400000US17031817600,17031817600,"Census Tract 8176, Cook County, Illinois",1248,114,480,109,480,109,191,89,289,85,0,11,289,85,0,11,0,11,0,11,768,136,413,101,215,71,198,77,9,15,189,76,355,98,185,84,170,68
1400000US17031817700,17031817700,"Census Tract 8177, Cook County, Illinois",1589,108,563,115,563,115,318,121,245,87,18,21,227,87,0,15,0,15,0,15,1026,140,774,130,560,115,214,80,35,33,179,77,252,82,63,37,189,76
1400000US17031817900,17031817900,"Census Tract 8179, Cook County, Illinois",2284,167,531,119,514,128,417,139,97,63,51,47,46,52,17,26,0,15,17,26,1753,210,899,189,414,118,485,189,209,147,276,132,854,245,442,214,412,144
1400000US17031818000,17031818000,"Census Tract 8180, Cook County, Illinois",1676,132,538,103,538,103,275,80,263,95,105,79,158,84,0,11,0,11,0,11,1138,173,531,98,340,83,191,78,53,32,138,73,607,147,179,93,428,119
1400000US17031818100,17031818100,"Census Tract 8181, Cook County, Illinois",897,37,314,62,314,62,266,67,48,24,5,9,43,23,0,11,0,11,0,11,583,72,315,57,261,58,54,30,23,21,31,20,268,54,115,44,153,43
1400000US17031818200,17031818200,"Census Tract 8182, Cook County, Illinois",1784,101,482,79,482,79,398,74,84,48,24,30,60,44,0,11,0,11,0,11,1302,114,735,106,597,105,138,64,49,42,89,46,567,118,243,80,324,89
1400000US17031818300,17031818300,"Census Tract 8183, Cook County, Illinois",2093,146,771,139,771,139,402,87,369,161,74,74,295,144,0,15,0,15,0,15,1322,203,818,132,639,122,179,77,28,27,151,69,504,142,244,103,260,114
1400000US17031818401,17031818401,"Census Tract 8184.01, Cook County, Illinois",1325,78,368,75,368,75,238,87,130,62,4,9,126,61,0,11,0,11,0,11,957,115,511,91,359,80,152,83,36,44,116,74,446,114,232,104,214,79
1400000US17031818402,17031818402,"Census Tract 8184.02, Cook County, Illinois",1262,84,328,59,328,59,296,54,32,26,0,11,32,26,0,11,0,11,0,11,934,91,424,85,328,84,96,47,0,11,96,47,510,96,173,65,337,83
1400000US17031818500,17031818500,"Census Tract 8185, Cook County, Illinois",2463,136,436,122,436,122,389,109,47,60,0,15,47,60,0,15,0,15,0,15,2027,185,1057,167,876,154,181,74,80,49,101,64,970,183,533,132,437,131
1400000US17031818600,17031818600,"Census Tract 8186, Cook County, Illinois",1962,129,629,102,629,102,474,97,155,108,16,24,139,106,0,15,0,15,0,15,1333,171,623,127,529,120,94,55,32,36,62,47,710,153,299,127,411,119
1400000US17031818700,17031818700,"Census Tract 8187, Cook County, Illinois",1404,65,487,78,487,78,361,74,126,68,26,27,100,64,0,11,0,11,0,11,917,98,497,83,399,79,98,60,21,35,77,49,420,106,188,74,232,80
1400000US17031818800,17031818800,"Census Tract 8188, Cook County, Illinois",2114,88,702,94,702,94,465,86,237,107,46,49,191,106,0,15,0,15,0,15,1412,134,707,121,522,110,185,95,27,31,158,90,705,139,345,105,360,112
1400000US17031818900,17031818900,"Census Tract 8189, Cook County, Illinois",1924,113,553,82,553,82,390,74,163,69,24,41,139,59,0,11,0,11,0,11,1371,151,649,107,469,107,180,70,86,53,94,52,722,142,299,102,423,114
1400000US17031819000,17031819000,"Census Tract 8190, Cook County, Illinois",1639,101,636,67,636,67,581,66,55,48,20,22,35,42,0,11,0,11,0,11,1003,99,510,85,470,87,40,28,4,9,36,28,493,89,110,57,383,78
1400000US17031819100,17031819100,"Census Tract 8191, Cook County, Illinois",1701,128,545,94,545,94,289,81,256,96,38,38,218,88,0,11,0,11,0,11,1156,144,491,98,328,77,163,80,66,50,97,67,665,129,294,91,371,104
1400000US17031819200,17031819200,"Census Tract 8192, Cook County, Illinois",2118,133,803,115,803,115,558,117,245,103,88,67,157,83,0,15,0,15,0,15,1315,198,598,146,420,143,178,99,57,69,121,71,717,171,294,132,423,136
1400000US17031819300,17031819300,"Census Tract 8193, Cook County, Illinois",974,98,352,72,352,72,195,68,157,86,56,48,101,71,0,11,0,11,0,11,622,117,389,98,305,91,84,51,9,13,75,49,233,73,107,49,126,54
1400000US17031819400,17031819400,"Census Tract 8194, Cook County, Illinois",1909,132,784,117,784,117,582,115,202,109,26,38,176,113,0,15,0,15,0,15,1125,202,573,119,498,113,75,56,13,22,62,50,552,199,251,131,301,158
1400000US17031819500,17031819500,"Census Tract 8195, Cook County, Illinois",1354,107,359,87,306,73,201,50,105,67,44,42,61,55,53,75,53,75,0,11,995,107,369,81,266,71,103,52,34,33,69,42,626,107,167,61,459,85
1400000US17031819600,17031819600,"Census Tract 8196, Cook County, Illinois",1253,53,597,55,597,55,508,57,89,42,19,18,70,43,0,11,0,11,0,11,656,75,444,64,422,66,22,23,6,9,16,19,212,64,77,40,135,55
1400000US17031819700,17031819700,"Census Tract 8197, Cook County, Illinois",1845,77,965,97,965,97,877,100,88,53,32,30,56,45,0,15,0,15,0,15,880,106,625,99,544,90,81,45,7,11,74,43,255,79,116,71,139,44
1400000US17031819801,17031819801,"Census Tract 8198.01, Cook County, Illinois",1709,72,875,69,875,69,836,68,39,37,31,35,8,12,0,15,0,15,0,15,834,75,555,70,525,73,30,22,0,15,30,22,279,63,54,32,225,59
1400000US17031819802,17031819802,"Census Tract 8198.02, Cook County, Illinois",921,44,329,42,329,42,286,40,43,29,17,19,26,22,0,11,0,11,0,11,592,51,419,49,394,47,25,18,8,8,17,15,173,50,48,27,125,45
1400000US17031819900,17031819900,"Census Tract 8199, Cook County, Illinois",1114,83,420,54,420,54,411,52,9,14,0,11,9,14,0,11,0,11,0,11,694,97,486,95,456,91,30,23,18,18,12,14,208,81,79,61,129,60
1400000US17031820000,17031820000,"Census Tract 8200, Cook County, Illinois",615,63,336,60,336,60,318,60,18,13,0,11,18,13,0,11,0,11,0,11,279,40,224,38,212,39,12,15,9,14,3,6,55,23,24,16,31,18
1400000US17031820101,17031820101,"Census Tract 8201.01, Cook County, Illinois",3103,192,786,114,786,114,626,99,160,97,14,21,146,94,0,15,0,15,0,15,2317,218,1185,154,928,152,257,96,48,46,209,86,1132,204,237,97,895,175
1400000US17031820103,17031820103,"Census Tract 8201.03, Cook County, Illinois",1401,87,474,88,474,88,326,62,148,95,20,31,128,101,0,11,0,11,0,11,927,104,395,86,347,84,48,33,25,24,23,24,532,110,198,89,334,104
1400000US17031820104,17031820104,"Census Tract 8201.04, Cook County, Illinois",1601,105,489,62,489,62,304,74,185,71,74,43,111,65,0,11,0,11,0,11,1112,110,564,90,400,80,164,66,40,27,124,61,548,108,307,85,241,75
1400000US17031820201,17031820201,"Census Tract 8202.01, Cook County, Illinois",3280,216,912,129,912,129,722,125,190,65,68,47,122,58,0,15,0,15,0,15,2368,235,1342,200,975,176,367,137,124,84,243,121,1026,206,455,134,571,163
1400000US17031820202,17031820202,"Census Tract 8202.02, Cook County, Illinois",1303,82,417,80,400,81,295,75,105,62,35,33,70,53,17,18,7,10,10,16,886,96,438,78,293,69,145,45,59,31,86,33,448,85,218,52,230,71
1400000US17031820300,17031820300,"Census Tract 8203, Cook County, Illinois",1527,100,745,108,725,108,474,113,251,92,71,57,180,70,20,32,20,32,0,15,782,126,426,105,329,101,97,42,22,17,75,38,356,100,243,93,113,68
1400000US17031820400,17031820400,"Census Tract 8204, Cook County, Illinois",1609,111,679,108,679,108,399,110,280,100,125,68,155,75,0,15,0,15,0,15,930,145,612,112,408,93,204,86,140,81,64,42,318,121,145,91,173,83
1400000US17031820501,17031820501,"Census Tract 8205.01, Cook County, Illinois",2141,142,704,103,704,103,535,118,169,74,85,56,84,52,0,15,0,15,0,15,1437,161,926,159,772,152,154,73,24,26,130,68,511,131,151,90,360,102
1400000US17031820502,17031820502,"Census Tract 8205.02, Cook County, Illinois",1856,165,484,108,484,108,401,103,83,61,19,28,64,52,0,15,0,15,0,15,1372,205,663,164,463,140,200,85,33,29,167,83,709,171,287,129,422,126
1400000US17031820603,17031820603,"Census Tract 8206.03, Cook County, Illinois",1623,122,523,105,523,105,253,106,270,91,90,85,180,83,0,11,0,11,0,11,1100,134,740,99,527,107,213,77,37,42,176,69,360,108,209,85,151,59
1400000US17031820604,17031820604,"Census Tract 8206.04, Cook County, Illinois",1371,123,604,116,585,126,287,102,298,112,48,48,250,108,19,32,19,32,0,11,767,132,397,88,249,80,148,73,17,14,131,71,370,117,209,94,161,78
1400000US17031820605,17031820605,"Census Tract 8206.05, Cook County, Illinois",1513,131,644,146,644,146,132,73,512,127,48,41,464,120,0,11,0,11,0,11,869,180,422,135,236,88,186,106,70,81,116,76,447,152,300,136,147,78
1400000US17031820606,17031820606,"Census Tract 8206.06, Cook County, Illinois",1588,115,519,107,519,107,454,110,65,52,41,43,24,27,0,11,0,11,0,11,1069,150,450,123,408,106,42,54,0,11,42,54,619,132,262,97,357,115
1400000US17031820700,17031820700,"Census Tract 8207, Cook County, Illinois",2440,259,746,138,746,138,437,126,309,157,15,28,294,157,0,15,0,15,0,15,1694,276,816,194,558,173,258,129,136,96,122,75,878,260,373,158,505,207
1400000US17031820800,17031820800,"Census Tract 8208, Cook County, Illinois",1164,120,508,66,508,66,279,68,229,64,77,49,152,63,0,11,0,11,0,11,656,111,460,87,351,86,109,34,50,26,59,33,196,51,67,27,129,46
1400000US17031820901,17031820901,"Census Tract 8209.01, Cook County, Illinois",1827,105,690,129,690,129,537,112,153,110,113,104,40,38,0,15,0,15,0,15,1137,138,650,117,498,107,152,76,25,29,127,71,487,113,168,92,319,91
1400000US17031820902,17031820902,"Census Tract 8209.02, Cook County, Illinois",1375,90,564,101,564,101,450,91,114,66,11,15,103,65,0,11,0,11,0,11,811,112,504,93,376,87,128,73,26,20,102,68,307,86,93,43,214,82
1400000US17031821001,17031821001,"Census Tract 8210.01, Cook County, Illinois",1571,102,634,82,634,82,560,81,74,53,20,26,54,51,0,15,0,15,0,15,937,102,531,107,381,92,150,72,82,52,68,46,406,100,200,90,206,56
1400000US17031821002,17031821002,"Census Tract 8210.02, Cook County, Illinois",1707,103,634,83,617,84,473,90,144,75,39,31,105,68,17,27,17,27,0,15,1073,112,636,109,494,100,142,64,30,29,112,62,437,95,219,79,218,63
1400000US17031821101,17031821101,"Census Tract 8211.01, Cook County, Illinois",1375,94,520,90,520,90,439,87,81,44,18,21,63,40,0,11,0,11,0,11,855,113,650,110,508,101,142,66,24,27,118,63,205,74,73,48,132,61
1400000US17031821102,17031821102,"Census Tract 8211.02, Cook County, Illinois",1250,68,498,98,498,98,310,65,188,89,48,52,140,79,0,11,0,11,0,11,752,107,510,115,392,102,118,62,10,17,108,59,242,96,128,74,114,45
1400000US17031821200,17031821200,"Census Tract 8212, Cook County, Illinois",2278,215,769,146,769,146,443,143,326,120,162,92,164,89,0,15,0,15,0,15,1509,231,584,142,304,113,280,118,103,84,177,93,925,207,469,172,456,138
1400000US17031821300,17031821300,"Census Tract 8213, Cook County, Illinois",2049,186,718,149,691,144,214,89,477,137,116,90,361,131,27,43,27,43,0,15,1331,237,513,138,338,127,175,71,84,78,91,54,818,227,388,145,430,167
1400000US17031821401,17031821401,"Census Tract 8214.01, Cook County, Illinois",1349,124,422,113,422,113,207,104,215,97,0,11,215,97,0,11,0,11,0,11,927,149,455,128,223,88,232,117,119,91,113,82,472,125,291,113,181,79
1400000US17031821402,17031821402,"Census Tract 8214.02, Cook County, Illinois",1377,118,418,88,418,88,150,63,268,91,52,46,216,84,0,11,0,11,0,11,959,123,444,98,222,75,222,89,53,51,169,73,515,105,291,98,224,83
1400000US17031821500,17031821500,"Census Tract 8215, Cook County, Illinois",627,71,337,57,337,57,41,23,296,55,28,26,268,55,0,11,0,11,0,11,290,55,96,30,56,23,40,24,13,16,27,18,194,47,54,27,140,40
1400000US17031821600,17031821600,"Census Tract 8216, Cook County, Illinois",1635,92,588,74,588,74,388,85,200,86,72,64,128,63,0,11,0,11,0,11,1047,107,519,100,328,82,191,65,28,25,163,61,528,114,179,72,349,94
1400000US17031821700,17031821700,"Census Tract 8217, Cook County, Illinois",1769,96,530,85,530,85,419,61,111,69,26,42,85,55,0,11,0,11,0,11,1239,118,686,123,520,115,166,74,12,18,154,71,553,153,215,97,338,127
1400000US17031821800,17031821800,"Census Tract 8218, Cook County, Illinois",1940,122,772,114,772,114,440,88,332,115,69,68,263,98,0,15,0,15,0,15,1168,151,633,110,499,112,134,76,27,30,107,72,535,151,210,119,325,121
1400000US17031821900,17031821900,"Census Tract 8219, Cook County, Illinois",1916,86,617,69,617,69,386,79,231,84,52,44,179,81,0,15,0,15,0,15,1299,100,604,85,464,82,140,78,71,62,69,41,695,98,294,98,401,92
1400000US17031822000,17031822000,"Census Tract 8220, Cook County, Illinois",1910,153,509,78,509,78,321,84,188,94,82,77,106,67,0,11,0,11,0,11,1401,201,501,106,371,89,130,72,38,31,92,66,900,191,276,98,624,157
1400000US17031822101,17031822101,"Census Tract 8221.01, Cook County, Illinois",1621,86,505,95,489,91,324,87,165,84,55,49,110,64,16,23,16,23,0,11,1116,126,624,102,469,95,155,75,22,26,133,72,492,110,279,90,213,65
1400000US17031822102,17031822102,"Census Tract 8221.02, Cook County, Illinois",1851,129,430,147,386,134,273,109,113,82,0,11,113,82,44,71,0,11,44,71,1421,169,721,130,469,95,252,126,106,68,146,103,700,162,233,118,467,115
1400000US17031822200,17031822200,"Census Tract 8222, Cook County, Illinois",1263,72,498,104,498,104,394,112,104,51,26,23,78,48,0,11,0,11,0,11,765,111,537,90,451,80,86,45,30,39,56,33,228,83,104,60,124,52
1400000US17031822301,17031822301,"Census Tract 8223.01, Cook County, Illinois",1283,66,545,100,545,100,448,94,97,53,0,11,97,53,0,11,0,11,0,11,738,110,531,107,409,109,122,55,80,49,42,31,207,70,118,51,89,45
1400000US17031822302,17031822302,"Census Tract 8223.02, Cook County, Illinois",1476,108,460,88,435,90,328,81,107,75,9,14,98,73,25,22,17,20,8,12,1016,126,560,103,380,103,180,70,44,31,136,64,456,107,188,94,268,77
1400000US17031822400,17031822400,"Census Tract 8224, Cook County, Illinois",2067,132,882,133,837,123,704,101,133,78,31,29,102,72,45,70,45,70,0,15,1185,171,741,145,553,124,188,104,139,100,49,35,444,154,144,81,300,127
1400000US17031822500,17031822500,"Census Tract 8225, Cook County, Illinois",1632,80,437,91,430,91,300,70,130,79,49,52,81,60,7,11,7,11,0,11,1195,98,625,102,419,80,206,86,66,55,140,72,570,114,185,78,385,92
1400000US17031822601,17031822601,"Census Tract 8226.01, Cook County, Illinois",1722,64,424,70,424,70,284,67,140,63,16,23,124,58,0,11,0,11,0,11,1298,81,880,99,726,99,154,69,86,44,68,48,418,99,228,83,190,71
1400000US17031822602,17031822602,"Census Tract 8226.02, Cook County, Illinois",2984,109,722,144,688,142,632,144,56,47,0,15,56,47,34,40,15,26,19,30,2262,181,1071,166,717,137,354,152,150,106,204,120,1191,202,459,140,732,151
1400000US17031822701,17031822701,"Census Tract 8227.01, Cook County, Illinois",1930,149,434,118,434,118,310,93,124,79,30,48,94,66,0,11,0,11,0,11,1496,173,610,142,425,119,185,83,63,61,122,64,886,163,302,124,584,140
1400000US17031822702,17031822702,"Census Tract 8227.02, Cook County, Illinois",1541,112,282,74,277,74,228,71,49,47,5,9,44,48,5,9,5,9,0,11,1259,136,478,114,345,79,133,72,54,52,79,48,781,167,240,97,541,138
1400000US17031822801,17031822801,"Census Tract 8228.01, Cook County, Illinois",1464,100,302,90,302,90,229,67,73,61,0,11,73,61,0,11,0,11,0,11,1162,117,500,105,397,95,103,46,19,22,84,41,662,115,316,98,346,105
1400000US17031822802,17031822802,"Census Tract 8228.02, Cook County, Illinois",1365,45,418,81,418,81,281,70,137,73,45,46,92,49,0,11,0,11,0,11,947,91,524,88,360,90,164,78,44,33,120,69,423,77,170,68,253,56
1400000US17031822900,17031822900,"Census Tract 8229, Cook County, Illinois",604,71,284,47,284,47,136,52,148,58,58,37,90,56,0,11,0,11,0,11,320,55,185,33,142,41,43,31,12,11,31,29,135,50,81,38,54,30
1400000US17031823001,17031823001,"Census Tract 8230.01, Cook County, Illinois",2530,200,641,142,641,142,433,126,208,112,63,65,145,100,0,15,0,15,0,15,1889,235,591,177,435,162,156,94,71,73,85,62,1298,235,450,167,848,173
1400000US17031823002,17031823002,"Census Tract 8230.02, Cook County, Illinois",2244,174,863,167,863,167,463,149,400,165,191,151,209,103,0,15,0,15,0,15,1381,223,619,138,449,115,170,74,66,54,104,62,762,191,417,144,345,131
1400000US17031823101,17031823101,"Census Tract 8231.01, Cook County, Illinois",1628,100,474,80,474,80,369,66,105,50,41,39,64,35,0,11,0,11,0,11,1154,142,575,111,402,103,173,80,53,52,120,68,579,128,218,83,361,117
1400000US17031823102,17031823102,"Census Tract 8231.02, Cook County, Illinois",1299,96,501,95,501,95,302,76,199,93,20,29,179,92,0,11,0,11,0,11,798,106,463,89,349,80,114,63,35,45,79,44,335,88,216,64,119,64
1400000US17031823200,17031823200,"Census Tract 8232, Cook County, Illinois",1699,120,516,99,516,99,380,66,136,63,0,11,136,63,0,11,0,11,0,11,1183,138,636,90,434,86,202,77,45,31,157,71,547,134,153,56,394,124
